,run,qps,tave_int,path_data,dynamics_grid_filename,idbg_mxmn,biharmonicviscosity_reference,vert_mix_type,velocity_topwindmixing,k_tracer_gm_kappa_parameter,k_tracer_isoneutral_parameter,leadclose_1,leadclose_2n,ndyn_substeps,dt_mox,irad_aero,gkdrag,gkwake,gklift,pr0,entrpen,csecfrl,crs,crt,albsm,albi,albim,albs,threshold_min_t,c_n,total_salt,total_saltinseaice,total_saltinliquidwater,amoc26n,kin_energy_global,pot_energy_global,total_energy_global,ssh_global,sst_global,sss_global,potential_enstrophy_global,HeatFlux_Total_global,FrshFlux_Precipitation_global,FrshFlux_SnowFall_global,FrshFlux_Evaporation_global,FrshFlux_Runoff_global,FrshFlux_VolumeIce_global,FrshFlux_TotalOcean_global,FrshFlux_TotalIce_global,FrshFlux_VolumeTotal_global,totalsnowfall_global,ice_volume_nh,ice_volume_sh,ice_extent_nh,ice_extent_sh,global_heat_content,global_heat_content_solid,tas_gmean,rsdt_gmean,rsut_gmean,rlut_gmean,radtop_gmean,prec_gmean,evap_gmean,fwfoce_gmean,FrshFlux_AtmHD_global,FrshFlux_BelowIce_global
74,dap2000-r2,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),1150 - 1180,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap2000-r2/,icon_grid_0021_R02B06_G.nc,1,2e+10,2,nan,0,0,0.5,0.666,5,PT150S,0,0.02,0.05,nan,0.8,0.0003,5e-06,0.92,0.76,0.7,0.75,0.7,0.85,-2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.13,340.2,103.8,236.7,-0.2864,3.148e-05,-3.148e-05,-2.22e-06,nan,nan
79,dap2001-r2,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),1620 - 1650,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap2001-r2/,icon_grid_0021_R02B06_G.nc,1,2e+10,2,nan,0,0,0.5,0.666,5,PT150S,0,0.02,0.05,0.7,1,0.0003,5e-06,0.92,0.76,0.7,0.75,0.7,0.85,-2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.91,340.2,101.4,239.2,-0.3965,3.253e-05,-3.253e-05,-2.087e-06,nan,nan
85,dap2002-r2,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),1004 - 1004,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap2002-r2/,icon_grid_0021_R02B06_G.nc,1,2e+10,2,nan,0,0,0.5,0.666,5,PT150S,0,0.02,0.05,0.7,1,0.0003,5e-06,0.92,0.76,0.7,0.75,0.7,0.85,-2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
93,dap2003-r2,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),1550 - 1580,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap2003-r2/,icon_grid_0021_R02B06_G.nc,1,2e+10,2,nan,0,0,0.5,0.666,5,PT150S,0,0.02,0.05,0.7,1,0.0003,5e-06,0.92,0.76,0.7,0.75,0.7,0.85,-2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.04,340.2,103.8,237.3,-0.9411,3.208e-05,-3.208e-05,-2.054e-06,nan,nan
83,dap2004-r2,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),2060 - 2090,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap2004-r2/,icon_grid_0021_R02B06_G.nc,1,2e+10,2,nan,0,0,0.5,0.666,5,PT150S,0,0.02,0.05,0.7,1,0.0003,5e-06,0.92,0.76,0.7,0.75,0.7,0.85,-2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.61,340.2,101.8,238.6,-0.2068,3.228e-05,-3.228e-05,-2.13e-06,nan,nan
78,dap7020-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7020-r0/qp_index.html),1620 - 1650,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7020-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,0,0,0.25,0.666,8,PT15M,0,0.01,0.01,0,0.8,0.0003,5e-06,0.978,0.8,0.72,0.6,0.57,0.8,nan,nan,4.596e+19,5.851e+13,4.596e+19,17.45,0.0009143,3.396e-06,0.0009177,0.02016,17.64,34.4,0,-0.4633,3.65e-08,1.811e-09,-3.969e-08,3.208e-09,9.422e-11,-3.648e-09,3.673e-10,-3.452e-10,6.396e-07,1.037e+04,2710,9.729e+06,4.018e+06,nan,nan,13.91,340.2,101.4,239.2,-0.3965,3.253e-05,-3.253e-05,-2.087e-06,nan,nan
92,dap7021-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7021-r0/qp_index.html),1550 - 1580,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7021-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,0,0,0.25,0.666,8,PT15M,0,0.05,0.05,0.7,0.8,0.0003,5e-06,0.978,0.8,0.72,0.6,0.57,0.8,nan,10,4.596e+19,7.689e+13,4.596e+19,11.25,0.0008276,-3.732e-06,0.0008239,0.01961,17.99,34.5,0,-1.161,3.61e-08,1.129e-09,-3.926e-08,3.161e-09,9.021e-11,-3.449e-09,2.132e-10,-1.972e-10,3.55e-07,1.565e+04,1538,1.084e+07,2.428e+06,nan,nan,14.04,340.2,103.8,237.3,-0.9411,3.208e-05,-3.208e-05,-2.054e-06,nan,nan
94,dap7022-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7022-r0/qp_index.html),1550 - 1580,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7022-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,0,0,0.25,0.666,8,PT15M,0,0.05,0.05,0.7,0.8,0.0003,5e-06,0.978,0.8,0.72,0.6,0.57,0.8,nan,2,4.596e+19,5.899e+13,4.596e+19,19.85,0.0009177,1.374e-06,0.000919,0.01416,17.83,34.43,0,-0.7321,3.629e-08,1.714e-09,-3.971e-08,3.41e-09,8.889e-11,-3.837e-09,3.389e-10,-3.375e-10,5.938e-07,1.034e+04,2846,9.566e+06,4.117e+06,nan,nan,13.9,340.2,101.6,239.1,-0.5285,3.257e-05,-3.257e-05,-2.25e-06,nan,nan
82,dap7023-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7023-r0/qp_index.html),2060 - 2090,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7023-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,0,0,0.25,0.666,8,PT15M,0,0.01,0.01,0.7,0.8,0.0003,5e-06,0.978,0.8,0.72,0.6,0.57,0.8,nan,2,4.596e+19,6.241e+13,4.596e+19,17.15,0.0009488,1.751e-05,0.0009663,-0.00202,17.48,34.22,0,-0.05291,3.609e-08,1.978e-09,-3.936e-08,3.272e-09,9.716e-11,-3.791e-09,4.515e-10,-4.215e-10,7.737e-07,9218,4735,9.001e+06,6.296e+06,nan,nan,13.61,340.2,101.8,238.6,-0.2068,3.228e-05,-3.228e-05,-2.13e-06,nan,nan
90,dap7024-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7024-r0/qp_index.html),1550 - 1580,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7024-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,0,0,0.25,0.666,8,PT15M,0,0.01,0.01,0.7,0.8,0.0003,5e-06,0.978,0.8,0.72,0.6,0.57,0.8,nan,1,4.596e+19,5.027e+13,4.596e+19,22.7,0.000972,8.984e-06,0.0009809,0.01812,18.12,34.41,0,-0.5385,3.687e-08,1.881e-09,-4.028e-08,3.41e-09,8.589e-11,-3.884e-09,3.98e-10,-3.876e-10,6.94e-07,7351,3886,7.707e+06,5.146e+06,nan,nan,14.43,340.2,99.69,240.8,-0.2421,3.306e-05,-3.305e-05,-2.229e-06,nan,nan
77,dap7025-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7025-r0/qp_index.html),1550 - 1580,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7025-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,0,0,0.25,0.666,8,PT15M,0,0.01,0.01,0,0.8,0.0003,5e-06,0.978,0.8,0.72,0.6,0.57,0.8,nan,2,4.596e+19,5.432e+13,4.596e+19,18.59,0.0008966,2.061e-07,0.0008969,0.02067,17.84,34.44,0,-0.6603,3.661e-08,1.77e-09,-3.98e-08,3.203e-09,8.899e-11,-3.626e-09,3.516e-10,-3.335e-10,6.121e-07,9649,2495,9.403e+06,3.697e+06,nan,nan,14.13,340.2,101.1,239.6,-0.4554,3.262e-05,-3.262e-05,-2.084e-06,nan,nan
87,dap7026-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7026-r0/qp_index.html),1550 - 1580,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7026-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,0,0,0.25,0.666,8,PT15M,0,0.01,0.01,0.7,0.8,0.0003,5e-06,0.968,0.8,0.7,0.75,0.7,0.85,nan,2,4.596e+19,6.942e+13,4.596e+19,22.2,0.0009463,1.122e-05,0.0009575,0.01965,17.79,34.42,0,-1.002,3.651e-08,1.775e-09,-3.976e-08,3.25e-09,1.044e-10,-3.719e-09,3.837e-10,-3.644e-10,6.578e-07,1.178e+04,3734,9.742e+06,5.119e+06,nan,nan,13.92,340.2,101.8,239.1,-0.6812,3.258e-05,-3.258e-05,-2.122e-06,nan,nan
91,dap7027-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7027-r0/qp_index.html),1930 - 1960,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7027-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,400,400,0.25,0.666,8,PT15M,0,0.01,0.01,0.7,1,0.0003,5e-06,0.968,0.8,0.7,0.75,0.7,0.85,nan,2,4.596e+19,7.601e+13,4.596e+19,19.67,0.0009068,3.831e-05,0.0009451,0.00183,17.81,34.28,0,-0.276,3.46e-08,2.015e-09,-3.8e-08,3.402e-09,9.589e-11,-3.93e-09,4.516e-10,-4.316e-10,7.802e-07,1.21e+04,4897,9.442e+06,6.207e+06,nan,nan,13.69,340.2,101.1,239.3,-0.1493,3.132e-05,-3.132e-05,-2.251e-06,nan,nan
80,dap7028-r0,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),1620 - 1650,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7028-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,400,400,0.25,0.666,8,PT15M,0,0.03,0.03,0.7,1,0.0003,5e-06,0.968,0.8,0.7,0.75,0.7,0.85,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.91,340.2,101.4,239.2,-0.3965,3.253e-05,-3.253e-05,-2.087e-06,nan,nan
84,dap7029-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7029-r0/qp_index.html),1840 - 1870,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7029-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,400,400,0.5,0.666,8,PT15M,0,0.03,0.03,0.7,1,0.0003,5e-06,0.958,0.8,0.75,0.8,0.75,0.85,nan,2,4.596e+19,1.198e+14,4.596e+19,18.69,0.0008812,3.227e-05,0.0009135,0.007779,17.66,34.29,0,-0.3879,3.428e-08,1.992e-09,-3.776e-08,3.481e-09,1.015e-10,-4.005e-09,4.481e-10,-4.222e-10,7.698e-07,2.185e+04,4927,1.038e+07,5.778e+06,1.607e+25,-8.627e+21,13.41,340.2,101.6,238.7,-0.1292,3.114e-05,-3.114e-05,-2.313e-06,nan,nan
75,dap7030-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7030-r0/qp_index.html),1850 - 1880,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7030-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,1000,1000,0.5,0.666,8,PT15M,0,0.03,0.03,0.7,1,0.0003,5e-06,0.958,0.8,0.75,0.8,0.75,0.85,nan,2,4.596e+19,1.772e+14,4.596e+19,18.21,0.0007806,3.552e-05,0.0008161,0.005602,17.63,34.22,0,-0.4557,3.423e-08,1.995e-09,-3.774e-08,3.509e-09,1.16e-10,-4.127e-09,5.222e-10,-5.02e-10,8.991e-07,3.359e+04,6024,1.159e+07,6.601e+06,1.566e+25,-1.27e+22,13.26,340.2,101.8,238.6,-0.219,3.114e-05,-3.114e-05,-2.342e-06,nan,nan
95,dap7031-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7031-r0/qp_index.html),1820 - 1850,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7031-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,1,2.315e-06,1000,1000,0.5,0.666,8,PT15M,0,0.03,0.03,0.7,1,0.0003,5e-06,0.958,0.8,0.75,0.8,0.75,0.85,nan,2,4.596e+19,1.425e+14,4.596e+19,16.41,0.0007508,3.17e-05,0.0007825,0.01149,18.16,34.3,0,-0.3933,3.483e-08,1.905e-09,-3.818e-08,3.358e-09,1.158e-10,-3.956e-09,5.047e-10,-4.816e-10,8.773e-07,2.705e+04,4819,1.145e+07,6.128e+06,1.624e+25,-1.024e+22,13.81,340.2,101,239.4,-0.1787,3.143e-05,-3.143e-05,-2.227e-06,nan,nan
76,dap7032-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7032-r0/qp_index.html),1750 - 1780,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7032-r0/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,400,400,0.5,0.666,8,PT15M,13,0.03,0.03,0.7,1,0.0003,5e-06,0.978,0.8,0.72,0.6,0.57,0.8,nan,2,4.596e+19,7.05e+13,4.596e+19,20.23,0.0008821,2.866e-05,0.0009108,0.003198,17.6,34.37,0,-0.4237,3.368e-08,1.998e-09,-3.736e-08,3.68e-09,7.491e-11,-4.138e-09,3.974e-10,-3.832e-10,6.861e-07,1.155e+04,4213,8.858e+06,5.202e+06,1.659e+25,-5.125e+21,13.47,340.2,101.8,238.7,-0.249,3.089e-05,-3.089e-05,-2.46e-06,nan,nan
81,dap7033-r0,[qps](https://modvis.dkrz.de/mh0469/m211032/pyicon/qp-dap7033-r0/qp_index.html),2070 - 2100,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7033-r0/,icon_grid_0013_R02B04_G.nc,0,3.5e+12,2,2.315e-06,400,400,0.5,0.666,8,PT15M,12,0.03,0.03,0.7,1,0.00025,1e-05,0.978,0.85,nan,nan,nan,nan,nan,2,4.596e+19,1.187e+14,4.596e+19,17.28,0.0008874,2.228e-05,0.0009097,-0.02494,17.58,34.28,0,-0.03725,3.374e-08,2.18e-09,-3.751e-08,3.759e-09,9.06e-11,-4.346e-09,5.037e-10,-4.96e-10,8.812e-07,2.129e+04,5245,1.034e+07,6.226e+06,1.517e+25,-8.568e+21,13.37,340.2,101,239.2,0.03907,3.107e-05,-3.107e-05,-2.523e-06,nan,nan
89,dap7034-r0,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),2450 - 2480,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7034-r0/,icon_grid_0013_R02B04_G.nc,0,3.5e+12,2,2.315e-06,400,400,0.5,0.666,8,PT15M,12,0.03,0.03,0.7,1,0.00015,1e-05,0.978,0.85,nan,nan,nan,nan,nan,2,4.596e+19,8.466e+13,4.596e+19,16.1,0.0008976,1.492e-05,0.0009125,-0.06895,18.11,34.32,0,0.0877,3.452e-08,2.139e-09,-3.846e-08,3.934e-09,8.436e-11,-4.509e-09,4.993e-10,-4.906e-10,8.763e-07,1.37e+04,5226,9.157e+06,6.139e+06,1.489e+25,-6.177e+21,14.1,340.2,98.86,241.3,0.08953,3.204e-05,-3.204e-05,-2.64e-06,nan,nan
88,dap7035-r0,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),2480 - 2510,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7035-r0/,icon_grid_0013_R02B04_G.nc,0,3.5e+12,2,2.315e-06,400,400,0.5,0.666,8,PT15M,12,0.03,0.03,0.7,1,0.0002,1e-05,0.978,0.85,nan,nan,nan,nan,nan,2,4.596e+19,1.093e+14,4.596e+19,15.83,0.0008834,1.257e-05,0.000896,-0.06535,17.77,34.29,0,0.07894,3.408e-08,2.196e-09,-3.79e-08,3.828e-09,9.224e-11,-4.426e-09,5.362e-10,-5.063e-10,9.189e-07,1.891e+04,5532,1.001e+07,6.478e+06,1.464e+25,-7.926e+21,13.64,340.2,100.1,240,0.09658,3.148e-05,-3.148e-05,-2.563e-06,nan,nan
86,dap7036-r0,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),2720 - 2750,/work/mh0033/m300466/icon-ruby/icon-ruby2b/experiments/dap7036-r0/,icon_grid_0013_R02B04_G.nc,0,3.5e+12,2,2.315e-06,400,400,0.5,0.666,8,PT15M,12,0.03,0.03,0.7,1,0.0002,8e-06,0.978,0.85,nan,nan,nan,nan,nan,2,4.596e+19,9.096e+13,4.596e+19,16.42,0.0008994,1.012e-05,0.0009095,-0.0875,17.9,34.28,0,0.0863,3.419e-08,2.192e-09,-3.804e-08,3.859e-09,7.954e-11,-4.437e-09,5.309e-10,-4.988e-10,9.082e-07,1.478e+04,5552,9.113e+06,6.472e+06,1.455e+25,-6.628e+21,13.84,340.2,99.64,240.4,0.1555,3.162e-05,-3.162e-05,-2.582e-06,nan,nan
44,slo1222,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),5500 - 5530,/work/mh0287/m211032/Icon/Abl_Git_mh0287/icon.oes.20191023/experiments/slo1222/,ATMOOCEANINP_pre04_OceWithCoast_158km_editSLOHH2017_G.cdo172.nc,2,1.5e+12,nan,1e-05,0,0,0.25,0.666,8,,0,nan,nan,nan,nan,0.0003,5e-05,0.99,0.85,nan,nan,nan,nan,-4,nan,nan,nan,nan,18.08,0.001401,7.551e-05,0.001476,3.62,18.24,34.68,0,0.3234,3.468e-08,1.477e-09,-3.836e-08,3.675e-09,1.195e-10,-4.088e-09,2.848e-10,-2.932e-10,7.733e-07,1.647e+04,2400,9.74e+06,4.61e+06,2.691e+25,-6.051e+21,14.38,340.2,100.1,239.7,0.4282,3.152e-05,-3.152e-05,-2.455e-06,-6.899e-12,-6.793e-12
43,slo1223,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),4730 - 4760,/work/mh0287/m211032/Icon/Abl_Git_mh0287/icon.oes.20191023/experiments/slo1223/,ATMOOCEANINP_pre04_OceWithCoast_158km_editSLOHH2017_G.cdo172.nc,2,1.5e+12,nan,1e-05,0,0,0.25,0.666,8,,0,nan,nan,nan,nan,0.0003,5e-05,0.975,0.85,nan,nan,nan,nan,-4,nan,nan,nan,nan,17.78,0.001421,6.198e-05,0.001483,3.616,18.43,34.72,0,0.003734,3.495e-08,1.331e-09,-3.857e-08,3.616e-09,1.101e-10,-3.975e-09,2.388e-10,-2.488e-10,6.489e-07,1.199e+04,1977,9.06e+06,3.793e+06,2.721e+25,-4.495e+21,14.62,340.2,100.1,239.8,0.2879,3.168e-05,-3.168e-05,-2.413e-06,-8.541e-12,-8.446e-12
40,slo1224,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),4450 - 4480,/work/mh0287/m211032/Icon/Abl_Git_mh0287/icon.oes.20191023/experiments/slo1224/,ATMOOCEANINP_pre04_OceWithCoast_158km_editSLOHH2017_G.cdo172.nc,2,1.5e+12,nan,1e-05,0,0,0.25,0.666,8,,0,nan,nan,nan,nan,0.0003,5e-05,1,0.85,nan,nan,nan,nan,-4,nan,nan,nan,nan,20.36,0.0009906,1.802e-05,0.001009,0.003052,16.69,34.59,0,-0.8178,3.24e-08,1.413e-09,-3.595e-08,3.553e-09,3.252e-10,-4.261e-09,3.566e-10,-3.829e-10,1.04e-06,5.132e+04,4675,1.476e+07,8.009e+06,2.642e+25,-1.779e+22,12.18,340.2,108.8,232.2,-0.6938,2.941e-05,-2.941e-05,-2.367e-06,1.961e-12,2.108e-12
42,slo1226,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),4440 - 4470,/work/mh0287/m211032/Icon/Abl_Git_mh0287/icon.oes.20191023/experiments/slo1226/,ATMOOCEANINP_pre04_OceWithCoast_158km_editSLOHH2017_G.cdo172.nc,2,1.5e+12,nan,1e-05,0,0,0.25,0.666,8,,0,nan,nan,nan,nan,0.0003,5e-05,0.999,0.87,nan,nan,nan,nan,-4,nan,nan,nan,nan,18.39,0.001003,4.453e-06,0.001008,-0.006005,17.92,34.59,0,-0.1514,3.459e-08,1.68e-09,-3.821e-08,3.632e-09,1.677e-10,-4.227e-09,4.238e-10,-4.27e-10,1.182e-06,3.18e+04,3781,1.261e+07,6.421e+06,2.721e+25,-1.138e+22,13.81,340.2,101.5,238.8,-0.09102,3.122e-05,-3.122e-05,-2.4e-06,1.053e-11,1.068e-11
41,slo1227,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),4450 - 4480,/work/mh0287/m211032/Icon/Abl_Git_mh0287/icon.oes.20191023/experiments/slo1227/,ATMOOCEANINP_pre04_OceWithCoast_158km_editSLOHH2017_G.cdo172.nc,2,1.5e+12,nan,1e-05,0,0,0.25,0.666,8,,0,nan,nan,nan,nan,0.0003,5e-05,0.995,0.85,nan,nan,nan,nan,-4,nan,nan,nan,nan,18.26,0.0009983,3.13e-06,0.001001,-0.006036,17.82,34.59,0,-0.1459,3.443e-08,1.673e-09,-3.806e-08,3.632e-09,1.636e-10,-4.219e-09,4.204e-10,-4.225e-10,1.159e-06,2.999e+04,3675,1.259e+07,6.328e+06,2.713e+25,-1.077e+22,13.71,340.2,101.9,238.4,-0.09818,3.111e-05,-3.111e-05,-2.404e-06,6.456e-12,6.614e-12
39,slo1228,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),4450 - 4480,/work/mh0287/m211032/Icon/Abl_Git_mh0287/icon.oes.20191023/experiments/slo1228/,ATMOOCEANINP_pre04_OceWithCoast_158km_editSLOHH2017_G.cdo172.nc,2,1.5e+12,nan,1e-05,0,0,0.25,0.666,8,,0,nan,nan,nan,nan,0.0003,5e-05,0.99,0.85,nan,nan,nan,nan,-4,nan,nan,nan,nan,17.24,0.0009947,2.593e-07,0.000995,-0.003054,17.89,34.59,0,-0.05247,3.458e-08,1.637e-09,-3.819e-08,3.611e-09,1.572e-10,-4.171e-09,4.098e-10,-4.03e-10,1.095e-06,2.412e+04,3600,1.19e+07,6.162e+06,2.725e+25,-8.892e+21,13.88,340.2,101.5,238.7,0.008268,3.121e-05,-3.121e-05,-2.392e-06,2.562e-12,2.702e-12
38,slo1229,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),4450 - 4480,/work/mh0287/m211032/Icon/Abl_Git_mh0287/icon.oes.20191023/experiments/slo1229/,ATMOOCEANINP_pre04_OceWithCoast_158km_editSLOHH2017_G.cdo172.nc,2,1.5e+12,nan,1e-05,0,0,0.25,0.666,8,,0,nan,nan,nan,nan,0.0003,5e-05,0.99,0.85,nan,nan,nan,nan,-4,nan,nan,nan,nan,17.74,0.001003,2.296e-06,0.001005,0.001438,17.85,34.59,0,-0.07648,3.465e-08,1.633e-09,-3.82e-08,3.544e-09,1.508e-10,-4.089e-09,3.868e-10,-3.942e-10,1.059e-06,2.301e+04,3494,1.16e+07,5.911e+06,2.723e+25,-8.502e+21,13.87,340.2,101.5,238.7,-0.03443,3.124e-05,-3.124e-05,-2.347e-06,-2.138e-12,-2.045e-12
67,slo1235,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),1650 - 1680,/work/mh0287/m211032/Icon/Abl_Git_mh0287/icon.oes.20191216/experiments/slo1235/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,nan,2.315e-06,0,0,0.25,0.666,8,PT15M,0,0.02,nan,nan,0.8,0.0003,2e-06,0.968,0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,286.7,340.2,101.5,239,-0.3265,3.236e-05,-3.236e-05,-2.183e-06,nan,nan
71,slo1236,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),2600 - 2630,/work/mh0287/m211032/Icon/Abl_Git_mh0287/icon.oes.20191216/experiments/slo1236/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,0,0,0.25,0.666,8,PT15M,0,0.02,nan,nan,0.8,0.0003,5e-06,0.968,0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.619,0.0008887,-2.21e-05,0.0008666,-0.07183,16.8,34.18,0,0.314,3.533e-08,2.137e-09,-3.862e-08,3.285e-09,1.78e-10,-4.19e-09,6.996e-10,-7.278e-10,1.309e-06,5.1e+04,4638,1.657e+07,8.304e+06,1.926e+25,-1.776e+22,12.38,340.2,103.4,237,-0.2459,3.158e-05,-3.158e-05,-2.161e-06,-7.798e-13,-5.766e-13
50,slo1237,[qps](https://modvis.dkrz.de/mh0469/m300466/pyicon/all_qps/index.html),1200 - 1230,/work/mh0287/m211032/Icon/Abl_Git_mh0287/icon.oes.20191216/experiments/slo1237/,icon_grid_0013_R02B04_G.nc,1,3.5e+12,2,2.315e-06,0,0,0.25,0.666,8,PT15M,0,0.02,nan,nan,0.8,0.0003,5e-06,0.968,0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.02,0.001173,1.7e-05,0.00119,0.006581,17.06,34.44,0,0.2928,3.55e-08,2.068e-09,-3.88e-08,3.298e-09,1.626e-10,-4.061e-09,5.744e-10,-6.008e-10,1.074e-06,3.573e+04,3782,1.451e+07,6.861e+06,1.872e+25,-1.265e+22,12.9,340.2,102.5,237.9,-0.14,3.189e-05,-3.189e-05,-2.177e-06,-4.167e-12,-4.004e-12
